ID,Code,Lesson,Structure,Pinyin,English Equivalent,复习,Example,Example Pinyin,Example Translation,URL
295,4.12.2,Lesson,再……也......,zài…… yě...... ,no matter how… still…,4.11.3 不管，无论,事情已经发生了，你再后悔也无法改变，别伤心了。,shìqing yǐjīng fāshēng le， nǐ zài hòuhuǐ yě wúfǎ gǎibiàn， bié shāngxīn le。 ,"Things have already happened, no matter how you regret it you (still) won’t be able to change it, don't be sad.",https://chinesezerotohero.teachable.com/courses/299571/lectures/4606464
296,4.12.3,Lesson,对于 N,duìyú N ,regarding N,"5.4 对……来说
4.1.5 在……上
4.10.3 在……看来",对于这件事， 我跟大家的看法不同。,duìyú zhè jiàn shì， wǒ gēn dàjiā de kànfǎ bùtóng。 ,My opinion on it (lit. regarding this matter) is different from everyone else’s.,https://chinesezerotohero.teachable.com/courses/299571/lectures/4606457
297,4.12.3,Lesson,关于 N,guānyú N ,about N,3.18.2 关于,关于这次调查计划，经理说有很多不清楚的地方。,guānyú zhè cì diàochá jìhuà， jīnglǐ shuō yǒu hěn duō bùqīngchu de dìfang。 ,"About the survey plan, the manager said that there are many unclear places.",https://chinesezerotohero.teachable.com/courses/299571/lectures/4606457
298,4.12.4,Lesson,M + M + (N) + 都,M + M + (N) + dōu ,every N,2.6.2 MM都,件件小事都应该被看成是一次学习的机会。,jiàn jiàn xiǎoshì dōu yīnggāi bèi kànchéng shì yīcì xuéxí de jīhuì。 ,Each small thing should (all) be seen as an opportunity to learn.,https://chinesezerotohero.teachable.com/courses/299571/lectures/4606455
299,4.12.5,Lesson,相反，……,xiāngfǎn，…… ,"on the other hand, …","2.14.2 但是
4.2.4 却
4.9.3 可是
4.10.1 不过
4.11.4 然而",使用正确的方法就能“事半功倍”，相反就会“事倍功半”。,shǐyòng zhèngquè de fāngfǎ jiù néng“ shìbàngōngbèi”， xiāngfǎn jiù huì“ shìbèigōngbàn”。 ,"Using the right method will be able to “do more with less”, but if we do the opposite we will “do less with more”.",https://chinesezerotohero.teachable.com/courses/299571/lectures/4606456
300,4.12.5,Lesson,和/跟 N 相反,hé/ gēn N xiāngfǎn ,to be the opposite of N,,调查结果和他们想的几乎完全相反。,diàochájiéguǒ hé tāmen xiǎng de jīhūwánquán xiāngfǎn。 ,The results of the survey are almost completely the opposite of what they thought.,https://chinesezerotohero.teachable.com/courses/299571/lectures/4606456
301,4.13.1,Lesson,大概/也许 V/A,dàgài/ yěxǔ V/A ,probably/perhaps V/A,"2.11.3 可能
4.7.1 估计，可能",我想校长大概/也许会同意。,wǒ xiǎng xiàozhǎng dàgài/ yěxǔ huì tóngyì。 ,I think the principal probably will agree.,https://chinesezerotohero.teachable.com/courses/299571/lectures/4606474
302,4.13.1,Lesson,大概的 N,dàgài de N ,approximate N,,请给我一个大概的数字。,qǐng gěi wǒ yī gè dàgài de shùzì。 ,Please give me an approximate number.,https://chinesezerotohero.teachable.com/courses/299571/lectures/4606474
303,4.13.1,Lesson,大概 #,dàgài # ,about #,"3.11.2 左右
4.2.2 差不多，几乎",他8岁就开始上台演出，到现在大概唱了60多年了。,tā8 suì jiù kāishǐ shàngtái yǎnchū， dàoxiànzài dàgài chàng le60 duō nián le。 ,"He started performing on stage at the age of eight, and has been singing for about over 60 years.",https://chinesezerotohero.teachable.com/courses/299571/lectures/4606474
304,4.13.2,Lesson,偶尔,ǒu'ěr ,occasionally,"有时候
4.8.5 经常，常，常常",我常常跟着电视学唱京剧，偶尔跟中国人一起唱上几句。,wǒ chángcháng gēnzhe diànshì xué chàng Jīngjù， ǒu'ěr gēn Zhōngguórén yīqǐ chàng shàng jǐ jù。 ,"I often learn to sing Beijing opera with [lit. by following] TV programs, and occasionally sing a few lines with Chinese people.",https://chinesezerotohero.teachable.com/courses/299571/lectures/4606472
305,4.13.3,Lesson,由 S V,yóu S V ,V’ed by S,"3.20.1 被，叫，让
",按照规定，这件事情应该由王大夫负责。,ànzhào guīdìng， zhè jiàn shìqing yīnggāi yóu wáng dàifu fùzé。 ,"According to regulations, this matter should be handled by Dr. Wang.",https://chinesezerotohero.teachable.com/courses/299571/lectures/4606471
306,4.13.4,Lesson,进行,jìnxíng ,to proceed,做,10点30分会议继续进行。,10 diǎn30 fēn huìyì jìxù jìnxíng。 ,The meeting will continue to proceed at half past 10.,https://chinesezerotohero.teachable.com/courses/299571/lectures/4606476
307,4.13.4,Lesson,进行 O,jìnxíng O ,to carry out O,,进行观察,jìnxíng guānchá ,carry out an observation,https://chinesezerotohero.teachable.com/courses/299571/lectures/4606476
308,4.13.5,Lesson,随着 N,suízhe N ,with N (as N happens),"3.5.1 越来越
3.9.1 越……越……",随着社会的发展，京剧也在改变。,suízhe shèhuì de fāzhǎn， Jīngjù yě zài gǎibiàn。 ,"With the development of society, Peking Opera is also changing.",https://chinesezerotohero.teachable.com/courses/299571/lectures/4606473
309,4.14.1,Lesson,够,gòu ,sufficient,够,钱不够。,qián bùgòu。 ,The money is not enough.,https://chinesezerotohero.teachable.com/courses/299571/lectures/4606491
310,4.14.1,Lesson,V 够 (#),V gòu (#) ,V (and fulfill) #,,睡觉时间太长并不好，一般睡够八小时就可以了。,shuìjiào shíjiān tài cháng bìngbù hǎo， yībān shuì gòu bā xiǎoshí jiù kěyǐ le。 ,It’s not good if [your] sleeping time is too long. Usually it’s enough just to sleep for a good eight hours (lit. sleep to fulfill 8 hours).,https://chinesezerotohero.teachable.com/courses/299571/lectures/4606491
311,4.14.1,Lesson,够 A,gòu A ,(good) enough,,不用装这些，箱子已经够重的了！,bùyòng zhuāng zhèxiē， xiāngzi yǐjīng gòu zhòng de le！ ,"No need to load these, the box is already heavy enough!",https://chinesezerotohero.teachable.com/courses/299571/lectures/4606491
312,4.14.2,Lesson,以 N,yǐ N ,"with N (speed, standard)","4.9.2 通过, 经过",经理您放心，我一定以最快的速度完成。,jīnglǐ nín fàngxīn， wǒ yīdìng yǐ zuì kuài de sùdù wánchéng。 ,"Manager, you can rest assured that I will finish at the fastest speed.",https://chinesezerotohero.teachable.com/courses/299571/lectures/4606502
313,4.14.2,Lesson,以 N1 为 N2,yǐ N1 wéi N2 ,consider N1 as N2,,我们应该以历史为镜子。,wǒmen yīnggāi yǐ lìshǐ wéi jìngzi。 ,We should use history as a mirror.,https://chinesezerotohero.teachable.com/courses/299571/lectures/4606502
314,4.14.2,Lesson,以,yǐ ,in order to,,她送来了一份礼物以表示感谢。,tā sòng lái le yī fèn lǐwù yǐ biǎoshì gǎnxiè。 ,She sent a gift to express her gratitude.,https://chinesezerotohero.teachable.com/courses/299571/lectures/4606502
315,4.14.3,Lesson,既然,jìrán ,now that,"3.16.1 如果
4.7.4 要是",你既然不愿意打球，为什么还要打？,nǐ jìrán bù yuànyì dǎqiú， wèishénme hái yào dǎ？ ,"Since you don't want to play, why [bother] playing?",https://chinesezerotohero.teachable.com/courses/299571/lectures/4606493
316,4.14.4,Lesson,于是……,yúshì…… ,consequently…,"2.6.3 所以
3.14.2 然后",小时候，他经常生病，于是每天都去跑步锻炼身体。,xiǎoshíhou， tā jīngcháng shēngbìng， yúshì měitiān dōu qù pǎobù duànliàn shēntǐ。 ,"When he was a child, he was often ill, consequently he went to run and exercise every day.",https://chinesezerotohero.teachable.com/courses/299571/lectures/4606495
317,4.14.4,Lesson,因此……,yīncǐ…… ,therefore…,4.8.4 因此,小时候，他经常生病，因此每天都去跑步锻炼身体。,xiǎoshíhou， tā jīngcháng shēngbìng， yīncǐ měitiān dōu qù pǎobù duànliàn shēntǐ。 ,"When he was a child, he was often ill, [and] as a result he went to run and exercise every day.",https://chinesezerotohero.teachable.com/courses/299571/lectures/4606495
318,4.14.5,Lesson,什么的,shénmede ,and stuff like that,第10课课文4 等,明天出去玩儿，得买点儿饼干、面包什么的。,míngtiān chūqù wánr， dé mǎi diǎnr bǐnggān、 miànbāo shénmede。 ,"Go out to play tomorrow, you have to buy some biscuits, bread or things like that.",https://chinesezerotohero.teachable.com/courses/299571/lectures/4606492
319,4.15.1,Lesson,V 起来,V qilai ,V up,"3.2.2 拿来
3.13.1 拿出来",你这样躺着看书对眼晴不好，快坐起来！,nǐ zhèyàng tǎng zhe kànshū duìyǎn qíng bùhǎo， kuài zuò qilai！ ,"If you lie down and read a book, it is not good for your eyes. Sit up quick!",https://chinesezerotohero.teachable.com/courses/299571/lectures/4606516
320,4.15.1,Lesson,想起来,xiǎngqilai ,"remember, call to mind","3.6.1 V得、V不
3.19.1 写出来，想起来",现在我全都想起来了。,xiànzài wǒ quándōu xiǎngqilai le。 ,Now I recall (lit. think up) everything.,https://chinesezerotohero.teachable.com/courses/299571/lectures/4606516
321,4.15.2,Lesson,弄 A O,nòng A O ,cause O to be A,3.1.1 V好,搬的时候要小心点儿，别弄坏沙发了。,bān de shíhou yào xiǎoxīn diǎnr， bié nònghuài shāfā le。 ,"Be careful when moving, don't break the sofa.",https://chinesezerotohero.teachable.com/courses/299571/lectures/4606508
322,4.15.2,Lesson,弄得 O CLAUSE,nòng dé O CLAUSE ,make O CLAUSE,3.16.2 高兴得跳了起来,每天因为这些小事批评她，弄得我俩心情都不好。,měitiān yīnwèi zhèxiē xiǎoshì pīpíng tā， nòng dé wǒ liǎ xīnqíng dōu bùhǎo。 ,"Every day I tell her off for these small things, [which] makes the two of us both in a bad mood.",https://chinesezerotohero.teachable.com/courses/299571/lectures/4606508
323,4.15.3,Lesson,千万不能/不要/别 V,qiānwàn bùnéng/ bùyào/ bié V ,make sure not to V,2.10.1 不要，别,我要等她生日那天再送给她这个礼物，你现在千万别告诉她。,wǒ yào děng tā shēngrì nàtiān zài sònggěi tā zhège lǐwù， nǐ xiànzài qiānwàn bié gàosu tā。 ,"I have to give her this gift on her birthday, make sure you don’t tell her now.",https://chinesezerotohero.teachable.com/courses/299571/lectures/4606509
324,4.15.3,Lesson,一定要/得 V/A,yīdìngyào/ dé V/A ,"must V, must be A","HSK 3第17课生词 必须
HSK 3第9课生词 一定
第9课生词 得",比赛前一定要把动作练好。,bǐsài qián yīdìngyào bǎ dòngzuò liàn hǎo。 ,You must practice your moves before the game.,https://chinesezerotohero.teachable.com/courses/299571/lectures/4606509
325,4.15.3,Lesson,一定(会) V/A,yīdìng( huì) V/A ,definitely V/A,,感谢您的支持和鼓励，我一定会继续努力。,gǎnxiè nín de zhīchí hé gǔlì， wǒ yīdìng huì jìxù nǔlì。 ,"Thank you for your support and encouragement, I will definitely continue to work hard.",https://chinesezerotohero.teachable.com/courses/299571/lectures/4606509
326,4.15.3,Lesson,不一定,bùyīdìng ,not necessarily,,个子高不一定力气大。,gèzi gāo bùyīdìng lìqi dà。 ,If someone is tall he/she is not necessarily strong.,https://chinesezerotohero.teachable.com/courses/299571/lectures/4606509
327,4.15.3,Lesson,一定的,yīdìng de ,"some, a certain",HSK 1第12课 一些,如果有一定的语言基础，那么出国学习外语是最好的选择。,rúguǒ yǒu yīdìng de yǔyán jīchǔ， nàme chūguó xuéxí wàiyǔ shì zuìhǎo de xuǎnzé。 ,"If you have a certain language foundation, then studying a foreign language abroad is the best choice.",https://chinesezerotohero.teachable.com/courses/299571/lectures/4606509
328,4.15.4,Lesson,来 V,lái V ,"(verb prefix, indicating the verb hasn’t happened)",,这个沙发这么大，我来帮你们一起抬。,zhège shāfā zhème dà， wǒ lái bāng nǐmen yīqǐ tái。 ,"This sofa is so big, I will help you carry it together.",https://chinesezerotohero.teachable.com/courses/299571/lectures/4606510
329,4.15.4,Lesson,通过/用 N 来 V,tōngguò/ yòng N lái V ,V through N,"4.9.2 通过, 经过
4.14.2 以",有的孩子会通过哭或者扔东西来引起父母的注意。,yǒude háizi huì tōngguò kū huòzhě rēng dōngxi lái yǐnqǐ fùmǔ de zhùyì。 ,Some children will get their parents' attention by crying or throwing things.,https://chinesezerotohero.teachable.com/courses/299571/lectures/4606510
330,4.15.5,Lesson,# 左右,# zuǒyòu ,around #,"3.11.2 左右
4.2.2 差不多，几乎
4.13.1 大概",网上买的那本书估计三天左右就能到。,wǎngshàng mǎi de nà běn shū gūjì sān tiān zuǒyòu jiù néng dào。 ,The book bought online is estimated to be available in about three days.,https://chinesezerotohero.teachable.com/courses/299571/lectures/4606511
331,4.16.1,Lesson,可 V/A 了,kě V/A le ,really A/V,4.5.5 特别,今天天气可热了。,jīntiān tiānqì kě rè le。 ,The weather is really hot today.,https://chinesezerotohero.teachable.com/courses/301751/lectures/4834116
332,4.16.1,Lesson,可 Q,kě Q ,Q on earth?,,下个星期就要去使馆办签证了，这可怎么办？,xiàgèxīngqī jiùyào qù shǐguǎn bàn qiānzhèng le， zhè kě zěnmebàn？ ,"I am going to the embassy to apply for a visa next week, what on earth am I supposed to do?",https://chinesezerotohero.teachable.com/courses/301751/lectures/4834116
333,4.16.1,Lesson,可 V,kě V ,indeed,,这可是个大问题，我也不太清楚。,zhè kěshì gè dà wèntí， wǒ yě bù tài qīngchu。 ,"Now this (this indeed) is a big question, and I am not too sure about it.",https://chinesezerotohero.teachable.com/courses/301751/lectures/4834116
334,4.16.2,Lesson,怕/害怕,pà/ hàipà ,to be afraid,,我的工作经验还比较少，那份工作我怕/害怕完成不了。,wǒ de gōngzuò jīngyàn hái bǐjiào shǎo， nà fèn gōngzuò wǒ pà/ hàipà wánchéng bùliǎo。 ,"My work experience is still relatively small, I am afraid the job cannot be completed.",https://chinesezerotohero.teachable.com/courses/301751/lectures/4834117
335,4.16.2,Lesson,恐怕……,kǒngpà…… ,I guess I’m afraid…,4.7.1 估计,听完我的回答，恐怕你已经知道我的答案了吧。,tīng wán wǒ de huídá， kǒngpà nǐ yǐjīng zhīdào wǒ de dá'àn le ba。 ,"After listening to my response, I guess I’m afraid you already know the answer.",https://chinesezerotohero.teachable.com/courses/301751/lectures/4834117
336,4.16.2,Lesson,怕/恐怕 V,pà/ kǒngpà V ,probably I’m afraid,,他离开这里怕/恐怕有二十天了。,tā líkāi zhèlǐ pà/ kǒngpà yǒu èrshí tiān le。 ,He left here for probably 20 days (I’m afraid).,https://chinesezerotohero.teachable.com/courses/301751/lectures/4834117
337,4.16.3,Lesson,到底,dàodǐ ,to the end,,今天我一定陪你逛街逛到底，保证让你买到合适的衣服。,jīntiān wǒ yīdìng péi nǐ guàngjiē guàng dàodǐ， bǎozhèng ràng nǐ mǎi dào héshì de yīfu。 ,Today I will go shopping with you to the end. [I can] guarantee that you will buy the right clothes.,https://chinesezerotohero.teachable.com/courses/301751/lectures/4834119
